Job_Title,Queried_Salary,Job_Type,No_of_Skills,Company,No_of_Reviews,No_of_Stars,Date_Since_Posted,Location,Company_Revenue,Company_Employees,Company_Industry,python,sql,machine learning,r,hadoop,tableau,sas,spark,java,Others,Revenue_low,Revenue_high
Data Scientist - Contract,120000-139999,data_scientist,2,Verb Surgical,,,16.0,CA,,,,0,0,1,0,0,0,0,0,0,1,,
Data Scientist,120000-139999,data_scientist,6,Lawrence Livermore National Laboratory,111.0,4.300000190734863,2.0,CA,$1B to $5B (USD),"Less than 10,000",Government,1,0,1,0,0,0,0,0,0,1,$1B , $5B (USD)
Data Scientist,120000-139999,data_scientist,4,Clarivate Analytics,32.0,3.5999999046325684,30.0,CA,$1B to $5B (USD),"Less than 10,000",,0,0,1,0,0,0,0,0,1,1,$1B , $5B (USD)
Data Scientist,120000-139999,data_scientist,12,SAS Institute,134.0,4.0,22.0,CA,$1B to $5B (USD),"10,000+",Internet and Software,1,0,1,1,0,0,1,0,0,1,$1B , $5B (USD)
Data Scientist - Healthcare,120000-139999,data_scientist,4,Beyond Limits,6.0,4.0,11.0,CA,,,,1,0,0,0,0,0,0,0,1,1,,
2019 PhD Data Scientist Internship - UberEverything,120000-139999,data_scientist,4,Uber,641.0,3.799999952316284,30.0,CA,,"10,000+",Internet and Software,1,1,1,1,0,0,0,0,0,0,,
Data Scientist,120000-139999,data_scientist,14,Walmart eCommerce,252.0,3.700000047683716,30.0,CA,,"Less than 10,000",Internet and Software,0,1,0,1,1,0,1,0,0,1,,
NLP Data Scientist,120000-139999,data_scientist,4,"PARC, a Xerox company",,,30.0,CA,,,,1,0,1,0,0,0,0,0,1,1,,
Data Scientist,120000-139999,data_scientist,11,Cisco Systems,4251.0,4.099999904632568,13.0,CA,More than $10B (USD),"10,000+",Internet and Software,1,1,1,1,1,0,0,0,0,1,More than $10B (USD),
Data Scientist - 1-800 Radiator,120000-139999,data_scientist,6,Driven Brands,34.0,2.9000000953674316,27.0,CA,,,Auto,1,1,1,1,0,0,0,0,0,1,,
Data Scientist,120000-139999,data_scientist,2,HouseCall Pro,8.0,4.400000095367432,30.0,CA,Less than $1B (USD),"Less than 10,000",Internet and Software,1,0,1,0,0,0,0,0,0,0,Less than $1B (USD),
Data Scientist,120000-139999,data_scientist,2,Huobi,,,30.0,CA,,,,0,0,1,0,0,0,0,0,0,1,,
"Data Scientist, Path Forward Returnship",120000-139999,data_scientist,13,Walmart eCommerce,252.0,3.700000047683716,30.0,CA,,"Less than 10,000",Internet and Software,1,0,1,1,1,0,0,1,1,1,,
Data Scientist,120000-139999,data_scientist,3,P3 North America,9.0,3.799999952316284,30.0,CA,,"Less than 10,000",Consulting and Business Services,1,0,1,1,0,0,0,0,0,0,,
Data Scientist,120000-139999,data_scientist,14,Walmart,157456.0,3.5999999046325684,30.0,CA,More than $10B (USD),"10,000+",Retail,0,1,0,1,1,0,1,0,0,1,More than $10B (USD),
Data Scientist,120000-139999,data_scientist,14,Adobe,484.0,4.300000190734863,17.0,CA,$5B to $10B (USD),"10,000+",Internet and Software,1,1,1,1,1,0,0,1,1,1,$5B , $10B (USD)
Sr. Data Scientist,120000-139999,data_scientist,14,Taboola,4.0,3.299999952316284,1.0,CA,,,Consulting and Business Services,1,1,1,0,1,0,0,1,1,1,,
Data Scientist - Rider Growth,120000-139999,data_scientist,4,Uber,641.0,3.799999952316284,30.0,CA,,"10,000+",Internet and Software,1,1,0,1,0,0,0,0,0,1,,
Data Scientist,120000-139999,data_scientist,15,The Aerospace Corporation,91.0,4.0,13.0,CA,,,Aerospace and Defense,1,1,1,0,1,0,0,1,0,1,,
Data Scientist 3,120000-139999,data_scientist,16,Northrop Grumman,4327.0,4.0,30.0,CA,More than $10B (USD),"10,000+",Aerospace and Defense,1,1,1,1,0,1,1,0,1,1,More than $10B (USD),
Industrial Data Scientist and Developer,120000-139999,data_scientist,6,ThinkIQ,,,19.0,CA,,,,1,1,1,1,0,0,0,0,0,1,,
Data Scientist,120000-139999,data_scientist,3,Upstart,6.0,3.700000047683716,30.0,CA,,,Banks and Financial Services,1,0,1,1,0,0,0,0,0,0,,
Data Scientist,120000-139999,data_scientist,7,Palo Alto Networks,56.0,4.099999904632568,30.0,CA,,"Less than 10,000",Internet and Software,1,0,1,1,1,0,0,0,0,1,,
Data Scientist - Metabolomics,120000-139999,data_scientist,6,Calico,,,30.0,CA,,,,1,1,1,1,0,0,0,0,0,1,,
Principal Data Scientist - Remote Working Available,120000-139999,data_scientist,8,Medtronic,2788.0,4.0,1.0,CA,More than $10B (USD),"10,000+",Health Care,1,1,1,1,0,0,0,1,0,1,More than $10B (USD),
Data Scientist II,120000-139999,data_scientist,10,Ticketmaster,444.0,4.0,6.0,CA,,,Consumer Goods and Services,1,1,1,0,1,0,0,1,1,1,,
Data Scientist,120000-139999,data_scientist,5,Dropbox,23.0,3.5999999046325684,30.0,CA,,"Less than 10,000",Internet and Software,1,1,1,1,0,0,0,0,0,1,,
Data Scientist,120000-139999,data_scientist,8,"Mitchell International, Inc.",114.0,3.700000047683716,30.0,CA,,,,1,1,1,1,0,0,1,0,0,1,,
"Data Scientist, SMB",120000-139999,data_scientist,14,Facebook,387.0,4.199999809265137,19.0,CA,,"10,000+",Internet and Software,1,1,0,1,0,0,1,0,0,1,,
Data Scientist,120000-139999,data_scientist,7,Pray,2.0,3.0,30.0,CA,,,,1,1,1,1,0,0,1,0,0,1,,
Associate Data Scientist,120000-139999,data_scientist,10,Disney,4330.0,4.199999809265137,21.0,CA,More than $10B (USD),"10,000+","Restaurants, Travel and Leisure",1,1,0,1,0,1,0,0,0,1,More than $10B (USD),
Data Scientist,120000-139999,data_scientist,14,Veritone,2.0,3.0,30.0,CA,,,,1,1,1,1,0,0,0,0,1,1,,
Data Scientist,120000-139999,data_scientist,8,Ticketmaster,444.0,4.0,30.0,CA,,,Consumer Goods and Services,1,1,1,0,1,0,0,0,1,1,,
Data Scientist (Analytics),120000-139999,data_scientist,3,Opendoor,15.0,3.0,30.0,CA,,"Less than 10,000",Real Estate,0,1,0,0,0,0,0,0,0,1,,
Data Scientist - NLP,120000-139999,data_scientist,5,Aera Technology,,,30.0,CA,,,,1,0,1,0,0,0,0,0,0,1,,
"Data Scientist, Path Forward Returnship",120000-139999,data_scientist,13,Walmart,157456.0,3.5999999046325684,30.0,CA,More than $10B (USD),"10,000+",Retail,1,0,1,1,1,0,0,1,1,1,More than $10B (USD),
Data Scientist,120000-139999,data_scientist,11,Arconic,192.0,2.799999952316284,2.0,CA,,"10,000+",Industrial Manufacturing,1,1,1,1,0,1,1,0,1,1,,
Security Data Scientist,120000-139999,data_scientist,5,Dropbox,23.0,3.5999999046325684,30.0,CA,,"Less than 10,000",Internet and Software,1,1,1,0,0,0,0,0,0,1,,
Data Scientist,120000-139999,data_scientist,8,Coupa Software,6.0,4.5,23.0,CA,,,,1,0,1,0,1,0,0,1,1,1,,
Data Scientist,120000-139999,data_scientist,6,Alere,427.0,3.5,26.0,CA,,,,1,0,1,1,0,0,1,0,0,1,,
Data Scientist,120000-139999,data_scientist,11,Facebook,387.0,4.199999809265137,19.0,CA,,"10,000+",Internet and Software,1,1,0,1,1,1,1,0,0,1,,
"Data Scientist, Customer Interests & Personalization",120000-139999,data_scientist,11,Lab126,,,30.0,CA,,,,1,1,1,1,0,0,1,0,0,1,,
Data Scientist,120000-139999,data_scientist,8,Fair,22.0,3.799999952316284,30.0,CA,,,,1,0,1,0,0,1,0,0,0,1,,
Economist/Data Scientist,120000-139999,data_scientist,5,Houzz,48.0,3.4000000953674316,20.0,CA,,"Less than 10,000",Internet and Software,1,1,0,1,0,1,0,0,0,1,,
"Data Scientist, Operations",120000-139999,data_scientist,12,Square,64.0,3.9000000953674316,27.0,CA,,"Less than 10,000",Banks and Financial Services,1,1,1,1,0,1,0,0,0,1,,
Lead Data Scientist,120000-139999,data_scientist,0,NEURA,,,30.0,CA,,,,0,0,0,0,0,0,0,0,0,0,,
"Data Scientist, Insights and Growth (Oculus)",120000-139999,data_scientist,4,Facebook,387.0,4.199999809265137,19.0,CA,,"10,000+",Internet and Software,1,1,0,1,0,0,0,0,0,1,,
Data Scientist,120000-139999,data_scientist,12,Grid Dynamics,2.0,3.5,30.0,CA,,,,1,1,1,1,1,0,0,1,1,1,,
Data Scientist,120000-139999,data_scientist,9,"TrueCar, Inc.",21.0,3.4000000953674316,30.0,CA,,,,1,1,1,1,0,1,0,1,0,1,,
Data Scientist Intern,120000-139999,data_scientist,5,Maxim Integrated,324.0,3.5999999046325684,30.0,CA,$1B to $5B (USD),"Less than 10,000",Computers and Electronics,1,1,1,1,0,0,0,0,0,1,$1B , $5B (USD)
"Data Scientist, Product Intelligence",120000-139999,data_scientist,4,SoFi,45.0,3.0999999046325684,8.0,CA,,"Less than 10,000",,1,1,0,1,0,1,0,0,0,0,,
Data Scientist,120000-139999,data_scientist,4,Esurance,301.0,3.5,29.0,CA,$1B to $5B (USD),"Less than 10,000",Insurance,1,0,0,1,0,0,0,0,0,1,$1B , $5B (USD)
Data Scientist,120000-139999,data_scientist,7,Aera Technology,,,26.0,CA,,,,1,0,1,0,0,0,0,1,0,1,,
Data Scientist,120000-139999,data_scientist,10,BlackLine,7.0,3.9000000953674316,30.0,CA,,,,1,1,1,1,0,0,1,1,0,1,,
Data Scientist,120000-139999,data_scientist,10,BlackLine,7.0,3.9000000953674316,30.0,CA,,,,1,1,1,1,0,0,1,1,0,1,,
Data Scientist,120000-139999,data_scientist,20,Chatmeter,3.0,3.700000047683716,13.0,CA,,,,0,0,1,1,1,0,1,1,1,1,,
Data Scientist - Risk,120000-139999,data_scientist,6,Eventbrite,5.0,3.799999952316284,28.0,CA,,"Less than 10,000",Internet and Software,1,1,1,0,0,0,0,0,0,1,,
Data Scientist - Graph,120000-139999,data_scientist,5,Aera Technology,,,30.0,CA,,,,1,1,1,0,0,0,0,0,0,1,,
Risk Data Scientist,120000-139999,data_scientist,8,Wish,17.0,4.0,19.0,CA,,"Less than 10,000",Internet and Software,1,1,1,1,1,1,0,0,0,1,,
Senior Data Scientist,120000-139999,data_scientist,7,OpenTable,35.0,4.199999809265137,4.0,CA,,"Less than 10,000",Internet and Software,1,0,1,0,0,0,0,1,1,1,,
Cyber Data Scientist,120000-139999,data_scientist,11,Experian,330.0,4.300000190734863,30.0,CA,,,Internet and Software,1,1,1,0,0,0,0,0,1,1,,
Data Scientist - Oil and Gas,120000-139999,data_scientist,6,Beyond Limits,6.0,4.0,30.0,CA,,,,1,0,1,0,0,0,0,0,1,1,,
Data Scientist - Machine Learning / Deep Learning Specialist,120000-139999,data_scientist,6,Upstart,6.0,3.700000047683716,30.0,CA,,,Banks and Financial Services,1,1,1,1,0,0,0,1,0,1,,
"Data Scientist, AR/VR Camera",120000-139999,data_scientist,6,Facebook,387.0,4.199999809265137,19.0,CA,,"10,000+",Internet and Software,1,1,0,1,0,0,0,0,0,1,,
Data Scientist,120000-139999,data_scientist,12,Realogy,,,30.0,CA,,,,1,1,1,1,1,0,0,1,0,1,,
Staff Data Scientist,120000-139999,data_scientist,6,Philips,2880.0,4.0,11.0,CA,$5B to $10B (USD),"10,000+",Health Care,1,1,0,0,1,0,0,0,1,1,$5B , $10B (USD)
Data Scientist,120000-139999,data_scientist,4,EPAM Systems,135.0,3.9000000953674316,24.0,CA,,,,1,1,0,0,0,0,0,1,0,1,,
"Principal Data Scientist, ECommerce Transportation",120000-139999,data_scientist,6,Jet.com,183.0,3.5,1.0,CA,,"Less than 10,000",Internet and Software,1,1,0,1,0,0,0,1,0,1,,
Senior Data Scientist,120000-139999,data_scientist,6,Walmart,157456.0,3.5999999046325684,6.0,CA,More than $10B (USD),"10,000+",Retail,0,0,0,1,1,0,0,0,0,1,More than $10B (USD),
Scientist: Machine Learning for Multimodal Time Series Data,120000-139999,data_scientist,4,Honda Research Institute USA,,,30.0,CA,,,,0,0,1,0,0,0,0,0,0,1,,
Data Scientist,120000-139999,data_scientist,20,The Aerospace Corporation,91.0,4.0,16.0,CA,,,Aerospace and Defense,1,1,1,1,1,0,0,1,1,1,,
Data Scientist III - (B3),120000-139999,data_scientist,6,Applied Materials Inc.,679.0,4.0,30.0,CA,$5B to $10B (USD),"10,000+",Computers and Electronics,1,1,0,1,0,0,1,0,0,1,$5B , $10B (USD)
"Data Scientist, Personalization",120000-139999,data_scientist,13,Nielsen,2066.0,3.799999952316284,12.0,CA,,"10,000+",Consulting and Business Services,1,1,1,1,1,0,0,1,1,1,,
Data Scientist - Deep Learning,120000-139999,data_scientist,4,Aera Technology,,,30.0,CA,,,,1,0,1,0,0,0,0,0,0,1,,
Data Scientist,120000-139999,data_scientist,11,Sage Intacct,18.0,5.0,30.0,CA,,"Less than 10,000",Internet and Software,1,1,1,1,1,0,0,1,0,1,,
Sr. Data Scientist,120000-139999,data_scientist,13,Hewlett Packard Enterprise,3649.0,3.700000047683716,2.0,CA,,"10,000+",Internet and Software,1,1,1,1,0,0,0,1,0,1,,
Data Scientist,120000-139999,data_scientist,17,Invisibly,,,30.0,CA,,,,1,0,1,1,0,1,1,0,0,1,,
Data Scientist - Biostatistics,120000-139999,data_scientist,6,The Climate Corporation,11.0,4.199999809265137,30.0,CA,,,,1,0,1,1,0,0,0,0,0,1,,
Senior Data Scientist,120000-139999,data_scientist,7,Upwork,831.0,4.099999904632568,30.0,CA,,"Less than 10,000",Internet and Software,1,1,1,0,0,0,0,0,1,1,,
Sr. Data Scientist,120000-139999,data_scientist,12,Paypal,988.0,3.9000000953674316,1.0,CA,$5B to $10B (USD),"10,000+",Banks and Financial Services,1,1,0,1,1,1,1,0,0,1,$5B , $10B (USD)
"Data Scientist, Machine Learning",120000-139999,data_scientist,4,Niantic Labs,,,30.0,CA,,,,0,0,1,0,1,0,0,1,0,1,,
"Data Scientist, Machine Learning",120000-139999,data_scientist,4,"Niantic, Inc.",,,30.0,CA,,,,0,0,1,0,1,0,0,1,0,1,,
Data Scientist - Computer Vision,120000-139999,data_scientist,6,Verb Surgical,,,11.0,CA,,,,1,1,1,1,0,0,0,0,0,1,,
Data Scientist,120000-139999,data_scientist,12,Change Healthcare,448.0,3.2000000476837163,30.0,CA,$1B to $5B (USD),"10,000+",Health Care,1,1,1,0,0,0,0,1,0,1,$1B , $5B (USD)
Sr Data Scientist - Deep Learning,120000-139999,data_scientist,8,GE Careers,4683.0,4.0,7.0,CA,More than $10B (USD),"10,000+",Industrial Manufacturing,1,1,1,0,0,0,0,0,0,1,More than $10B (USD),
"Data Scientist, Infrastructure",120000-139999,data_scientist,10,Facebook,387.0,4.199999809265137,19.0,CA,,"10,000+",Internet and Software,1,1,1,1,1,0,0,1,1,1,,
Senior Data Scientist,120000-139999,data_scientist,7,Walmart eCommerce,252.0,3.700000047683716,30.0,CA,,"Less than 10,000",Internet and Software,0,0,1,1,1,0,0,0,0,1,,
TITLE DATA SCIENTIST,120000-139999,data_scientist,4,OneKreate,14.0,2.5999999046325684,30.0,CA,,,,0,1,0,0,0,0,0,0,0,1,,
Sr. Data Scientist,120000-139999,data_scientist,11,"Williams-Sonoma, Inc.",1689.0,3.700000047683716,30.0,CA,,,,1,1,1,1,0,0,0,1,0,1,,
Data Scientist,120000-139999,data_scientist,14,Vituity,13.0,3.5,30.0,CA,,,Human Resources and Staffing,1,1,1,1,1,1,1,0,0,1,,
Senior Data Scientist,120000-139999,data_scientist,6,Walmart eCommerce,252.0,3.700000047683716,30.0,CA,,"Less than 10,000",Internet and Software,0,0,0,1,1,0,0,0,0,1,,
Data Scientist - Machine Learning,120000-139999,data_scientist,11,SAP,1791.0,4.300000190734863,20.0,CA,More than $10B (USD),"10,000+",Internet and Software,1,0,1,0,0,0,0,0,1,1,More than $10B (USD),
Data Scientist,120000-139999,data_scientist,14,Panasonic,179.0,3.700000047683716,30.0,CA,,,,1,1,1,1,1,0,1,0,0,1,,
Principal Data Scientist,120000-139999,data_scientist,6,Aetna,3656.0,3.799999952316284,30.0,CA,More than $10B (USD),"10,000+",Insurance,1,0,1,1,1,0,0,0,0,1,More than $10B (USD),
Data Scientist - Machine Learning,120000-139999,data_scientist,6,Beyond Limits,6.0,4.0,30.0,CA,,,,1,0,1,0,0,0,0,0,1,1,,
"Data Scientist,Risk Analytics",120000-139999,data_scientist,9,Signifyd,,,30.0,CA,,,,1,1,1,1,1,0,0,1,0,1,,
Sr. Data Scientist - Experimentation,120000-139999,data_scientist,7,Uber,641.0,3.799999952316284,30.0,CA,,"10,000+",Internet and Software,1,1,0,1,1,0,0,1,0,1,,
Senior Data Scientist,120000-139999,data_scientist,6,GlassDoor,,,30.0,CA,$5B to $10B (USD),"10,000+","Restaurants, Travel and Leisure",1,0,1,0,0,0,0,0,0,1,$5B , $10B (USD)
Data Scientist,120000-139999,data_scientist,19,Esri,92.0,3.799999952316284,30.0,CA,$1B to $5B (USD),"Less than 10,000",Internet and Software,0,0,1,1,1,1,0,1,1,1,$1B , $5B (USD)
Principal Data Scientist - Search / Relevance,120000-139999,data_scientist,5,Walmart eCommerce,252.0,3.700000047683716,30.0,CA,,"Less than 10,000",Internet and Software,1,0,1,0,0,0,0,0,1,1,,
Senior Data Scientist,120000-139999,data_scientist,10,Sabio Mobile,,,30.0,CA,,,,1,1,1,1,1,0,0,1,0,1,,
Senior Data Scientist,120000-139999,data_scientist,4,Faire,,,30.0,CA,,,,1,1,1,1,0,0,0,0,0,0,,
Senior Data Scientist - Machine Learning / NLP,120000-139999,data_scientist,5,Sentieo,,,2.0,CA,,,,1,0,1,0,0,0,0,0,0,1,,
Sr. Data Scientist,120000-139999,data_scientist,10,Palo Alto Networks,56.0,4.099999904632568,5.0,CA,,"Less than 10,000",Internet and Software,1,0,1,1,1,1,0,0,0,1,,
Senior Data Scientist,120000-139999,data_scientist,5,Formation,,,18.0,CA,,,,0,0,1,0,0,0,0,1,0,1,,
Senior Data Scientist,120000-139999,data_scientist,4,Clarivate Analytics,32.0,3.5999999046325684,30.0,CA,$1B to $5B (USD),"Less than 10,000",,0,0,1,0,0,0,0,0,1,1,$1B , $5B (USD)
Senior Data Scientist,120000-139999,data_scientist,4,Strava,,,30.0,CA,,,,1,1,1,0,0,0,0,0,0,1,,
Data Scientist,120000-139999,data_scientist,13,Thrive Market,43.0,3.0,30.0,CA,,,,1,0,1,0,0,1,0,1,1,1,,
Data Scientist - Burbank California,120000-139999,data_scientist,20,Capgemini,6072.0,3.799999952316284,9.0,CA,,"10,000+",Consulting and Business Services,0,1,1,1,1,0,1,1,0,1,,
Principal Data Scientist,120000-139999,data_scientist,8,Walmart eCommerce,252.0,3.700000047683716,30.0,CA,,"Less than 10,000",Internet and Software,1,1,0,1,0,0,0,1,0,1,,
Senior Data Scientist,120000-139999,data_scientist,6,Vevo,,,30.0,CA,,,,1,1,0,0,1,0,0,1,0,1,,
Principal Data Scientist - Search / Relevance,120000-139999,data_scientist,5,Walmart,157456.0,3.5999999046325684,30.0,CA,More than $10B (USD),"10,000+",Retail,1,0,1,0,0,0,0,0,1,1,More than $10B (USD),
Principal Data Scientist,120000-139999,data_scientist,5,Walmart,157456.0,3.5999999046325684,30.0,CA,More than $10B (USD),"10,000+",Retail,1,0,1,0,0,0,0,0,1,1,More than $10B (USD),
Senior Data Scientist,120000-139999,data_scientist,7,Walmart,157456.0,3.5999999046325684,30.0,CA,More than $10B (USD),"10,000+",Retail,0,0,1,1,1,0,0,0,0,1,More than $10B (USD),
Senior Data Scientist,120000-139999,data_scientist,6,Walmart,157456.0,3.5999999046325684,30.0,CA,More than $10B (USD),"10,000+",Retail,0,0,0,1,1,0,0,0,0,1,More than $10B (USD),
Senior Data Scientist,120000-139999,data_scientist,4,First American Corporation,1629.0,3.9000000953674316,30.0,CA,,"10,000+",Insurance,0,1,0,1,0,0,1,0,0,1,,
Senior Data Scientist,120000-139999,data_scientist,5,Picarro,17.0,3.4000000953674316,30.0,CA,,,,1,1,0,0,0,0,0,0,0,1,,
Data Scientist Intern,120000-139999,data_scientist,17,Illumina,144.0,3.5999999046325684,18.0,CA,Less than $1B (USD),"Less than 10,000",Health Care,1,1,1,1,1,1,1,1,1,1,Less than $1B (USD),
Senior Data Scientist,120000-139999,data_scientist,4,Kinsa Inc.,,,27.0,CA,,,,1,1,1,0,0,0,0,0,0,1,,
Staff Experimentation Data Scientist,120000-139999,data_scientist,3,Intuit,1103.0,4.199999809265137,30.0,CA,$1B to $5B (USD),"Less than 10,000",Internet and Software,0,1,0,0,0,1,0,0,0,1,$1B , $5B (USD)
Principal Data Scientist,120000-139999,data_scientist,6,Walmart,157456.0,3.5999999046325684,30.0,CA,More than $10B (USD),"10,000+",Retail,1,1,1,0,1,0,0,1,0,1,More than $10B (USD),
Staff Data Scientist - Business Analytics,120000-139999,data_scientist,0,Intuit,1103.0,4.199999809265137,30.0,CA,$1B to $5B (USD),"Less than 10,000",Internet and Software,0,0,0,0,0,0,0,0,0,0,$1B , $5B (USD)
Staff Data Scientist- 180760,120000-139999,data_scientist,8,Ellie Mae,30.0,3.700000047683716,30.0,CA,,,,1,0,1,1,0,0,0,0,0,1,,
Senior Data Scientist,120000-139999,data_scientist,5,SAP,1791.0,4.300000190734863,30.0,CA,More than $10B (USD),"10,000+",Internet and Software,1,1,1,1,0,0,0,0,0,1,More than $10B (USD),
Staff Data Scientist - Deep Learning,120000-139999,data_scientist,6,GE Careers,4683.0,4.0,20.0,CA,More than $10B (USD),"10,000+",Industrial Manufacturing,1,0,0,0,0,0,0,0,0,1,More than $10B (USD),
Sr Data Scientist - Growth,120000-139999,data_scientist,5,Affirm,4.0,3.5,30.0,CA,,"Less than 10,000",Internet and Software,1,1,1,0,0,0,0,0,0,1,,
Senior Data Scientist,120000-139999,data_scientist,16,Twentieth Century Fox,60.0,4.0,30.0,CA,,,,1,1,1,1,0,0,0,1,1,1,,
Principal Data Scientist,120000-139999,data_scientist,8,Walmart,157456.0,3.5999999046325684,30.0,CA,More than $10B (USD),"10,000+",Retail,1,1,0,1,0,0,0,1,0,1,More than $10B (USD),
Sr. Data Scientist - NLP & Deep Learning,120000-139999,data_scientist,8,Allstate,5671.0,3.799999952316284,30.0,CA,More than $10B (USD),"10,000+",Insurance,1,0,1,1,0,0,0,0,0,1,More than $10B (USD),
Sr. Data Scientist - Engine Data Analytics,120000-139999,data_scientist,7,Criteo,27.0,4.0,20.0,CA,,,,0,0,0,0,1,0,0,0,1,1,,
"Data Scientist, Senior",120000-139999,data_scientist,15,Booz Allen Hamilton,1733.0,3.9000000953674316,19.0,CA,$5B to $10B (USD),"10,000+",Consulting and Business Services,1,0,1,1,1,1,0,0,1,1,$5B , $10B (USD)
"PHC, SR. Data Scientist",120000-139999,data_scientist,0,Genentech,726.0,4.099999904632568,30.0,CA,,"10,000+",Pharmaceuticals,0,0,0,0,0,0,0,0,0,0,,
"Data Scientist Technical Lead, Google Maps",120000-139999,data_scientist,8,Google,2641.0,4.300000190734863,30.0,CA,More than $10B (USD),"10,000+",Internet and Software,1,1,1,1,0,0,0,0,0,1,More than $10B (USD),
Senior Data Scientist,120000-139999,data_scientist,2,"Coherent, Inc.",,,30.0,CA,,,,0,0,0,0,0,0,0,0,0,1,,
Principal Data Scientist,120000-139999,data_scientist,8,Walmart,157456.0,3.5999999046325684,30.0,CA,More than $10B (USD),"10,000+",Retail,1,1,0,1,0,0,0,1,0,1,More than $10B (USD),
Senior Data Scientist,120000-139999,data_scientist,7,FabFitFun,4.0,3.0,30.0,CA,,,,1,1,1,1,0,1,0,0,0,1,,
Lead Data Scientist,120000-139999,data_scientist,11,DISH,4479.0,3.299999952316284,30.0,CA,More than $10B (USD),"10,000+","Media, News and Publishing",1,1,1,0,1,1,0,1,0,1,More than $10B (USD),
Senior Data Scientist,120000-139999,data_scientist,2,Coherent Germany,,,30.0,CA,,,,0,0,0,0,0,0,0,0,0,1,,
R&D Data Scientist,120000-139999,data_scientist,20,Agilent,522.0,4.199999809265137,30.0,CA,$1B to $5B (USD),"10,000+",Health Care,1,0,1,1,1,0,0,1,1,1,$1B , $5B (USD)
